ExpenseID,PropertyID,SalesID,ExpenseDate,Year,Month,ExpenseCategory,ExpenseType,ExpenseDescription,ExpenseAmount,TaxAmount,TotalExpenseAmount,PaidBy,AllocatedTo,PaymentMode,ExpenseStatus
2779,2012,1150,2024-10-16,2024,10,Legal,Fixed,Operational Expense,145176,26131,171307,Company,Sale,Cheque,Approved
2780,1414,1594,2024-05-27,2024,5,Brokerage,Variable,Operational Expense,92887,16719,109606,Agent,Property,Cheque,Pending
2781,3440,1895,2021-10-22,2021,10,Admin,Variable,Operational Expense,185673,33421,219094,Owner,Sale,Cash,Pending
2782,2729,116,2021-08-15,2021,8,Marketing,Variable,Operational Expense,73467,13224,86691,Agent,Property,Online,Pending
2783,1222,369,2021-04-08,2021,4,Admin,Fixed,Operational Expense,77808,14005,91813,Owner,Sale,Online,Approved
2784,1533,1751,2024-10-31,2024,10,Legal,Fixed,Operational Expense,177616,31970,209586,Owner,Property,Online,Pending
2785,646,2077,2022-11-14,2022,11,Marketing,Variable,Operational Expense,159429,28697,188126,Company,Sale,Cash,Pending
2786,4322,936,2021-09-14,2021,9,Marketing,Variable,Operational Expense,130500,23490,153990,Agent,Property,Cheque,Approved
2787,4950,1909,2025-05-19,2025,5,Brokerage,Variable,Operational Expense,137112,24680,161792,Company,Sale,Online,Approved
2788,998,374,2025-03-22,2025,3,Marketing,Fixed,Operational Expense,83443,15019,98462,Company,Sale,Online,Approved
2789,839,1615,2025-01-09,2025,1,Admin,Variable,Operational Expense,192503,34650,227153,Company,Property,Online,Pending
2790,862,1368,2022-01-11,2022,1,Marketing,Variable,Operational Expense,172194,30994,203188,Agent,Sale,Cash,Approved
2791,4610,1680,2023-03-10,2023,3,Legal,Variable,Operational Expense,42610,7669,50279,Agent,Sale,Online,Approved
2792,880,561,2023-04-26,2023,4,Admin,Fixed,Operational Expense,57727,10390,68117,Company,Sale,Cash,Approved
2793,2309,1395,2022-12-07,2022,12,Maintenance,Variable,Operational Expense,193075,34753,227828,Agent,Sale,Cheque,Approved
2794,3443,1400,2022-08-20,2022,8,Brokerage,Fixed,Operational Expense,31260,5626,36886,Agent,Property,Cash,Pending
2795,1234,2417,2023-07-28,2023,7,Marketing,Fixed,Operational Expense,110099,19817,129916,Agent,Property,Cheque,Pending
2796,4466,886,2024-04-06,2024,4,Admin,Variable,Operational Expense,38745,6974,45719,Owner,Property,Online,Approved
2797,3590,2113,2022-02-04,2022,2,Admin,Variable,Operational Expense,99236,17862,117098,Company,Sale,Cash,Approved
2798,2036,2010,2023-06-09,2023,6,Legal,Variable,Operational Expense,132070,23772,155842,Owner,Property,Cash,Approved
2799,2750,1974,2024-12-25,2024,12,Brokerage,Variable,Operational Expense,186258,33526,219784,Company,Sale,Cash,Approved
2800,4164,1124,2024-10-21,2024,10,Maintenance,Variable,Operational Expense,57026,10264,67290,Company,Sale,Online,Approved
2801,971,1997,2024-02-18,2024,2,Brokerage,Variable,Operational Expense,85658,15418,101076,Company,Property,Cheque,Approved
2802,4727,2128,2021-05-27,2021,5,Admin,Variable,Operational Expense,135941,24469,160410,Agent,Property,Cheque,Approved
2803,1103,1937,2021-01-23,2021,1,Legal,Variable,Operational Expense,177690,31984,209674,Company,Property,Online,Pending
2804,4157,1748,2024-09-03,2024,9,Legal,Variable,Operational Expense,149803,26964,176767,Company,Property,Cash,Approved
2805,1401,771,2024-06-21,2024,6,Maintenance,Fixed,Operational Expense,57195,10295,67490,Company,Sale,Cash,Pending
2806,337,1713,2021-10-17,2021,10,Marketing,Fixed,Operational Expense,106610,19189,125799,Company,Property,Cash,Pending
2807,4710,272,2021-03-14,2021,3,Brokerage,Fixed,Operational Expense,17784,3201,20985,Agent,Sale,Online,Pending
2808,3464,398,2021-08-31,2021,8,Maintenance,Fixed,Operational Expense,162687,29283,191970,Company,Sale,Online,Approved
2809,4912,517,2024-11-27,2024,11,Brokerage,Variable,Operational Expense,128391,23110,151501,Agent,Sale,Cash,Approved
2810,1185,983,2025-04-06,2025,4,Marketing,Fixed,Operational Expense,26142,4705,30847,Owner,Property,Cash,Approved
2811,4166,244,2024-11-11,2024,11,Legal,Fixed,Operational Expense,162755,29295,192050,Agent,Property,Online,Pending
2812,904,347,2022-12-13,2022,12,Brokerage,Variable,Operational Expense,21569,3882,25451,Agent,Sale,Cheque,Approved
2813,1977,1024,2024-07-29,2024,7,Admin,Fixed,Operational Expense,56237,10122,66359,Agent,Sale,Cash,Pending
2814,2653,2245,2024-05-02,2024,5,Marketing,Variable,Operational Expense,24944,4489,29433,Agent,Property,Cheque,Approved
2815,2342,1307,2022-04-17,2022,4,Brokerage,Variable,Operational Expense,151991,27358,179349,Agent,Sale,Online,Pending
2816,2374,2422,2022-08-18,2022,8,Maintenance,Fixed,Operational Expense,55832,10049,65881,Company,Property,Online,Approved
2817,3039,1351,2025-09-21,2025,9,Maintenance,Variable,Operational Expense,190744,34333,225077,Owner,Sale,Cash,Approved
2818,1787,548,2022-11-16,2022,11,Legal,Fixed,Operational Expense,192311,34615,226926,Agent,Property,Online,Pending
2819,4148,2464,2025-11-08,2025,11,Legal,Variable,Operational Expense,145674,26221,171895,Company,Sale,Cash,Pending
2820,1869,1441,2024-05-23,2024,5,Marketing,Fixed,Operational Expense,169768,30558,200326,Owner,Sale,Cheque,Pending
2821,4661,2417,2021-01-30,2021,1,Admin,Fixed,Operational Expense,25830,4649,30479,Agent,Sale,Cheque,Pending
2822,319,42,2025-10-02,2025,10,Marketing,Fixed,Operational Expense,160895,28961,189856,Company,Property,Cheque,Approved
2823,169,1852,2025-06-15,2025,6,Marketing,Variable,Operational Expense,51028,9185,60213,Company,Sale,Cash,Pending
2824,2391,1121,2021-03-29,2021,3,Admin,Variable,Operational Expense,100139,18025,118164,Agent,Property,Cash,Pending
2825,1905,598,2022-01-17,2022,1,Marketing,Fixed,Operational Expense,70728,12731,83459,Agent,Sale,Online,Pending
2826,1364,913,2024-03-26,2024,3,Admin,Variable,Operational Expense,17537,3156,20693,Agent,Sale,Online,Pending
2827,2576,1300,2023-05-05,2023,5,Admin,Fixed,Operational Expense,25757,4636,30393,Agent,Property,Cash,Pending
2828,2975,2043,2023-01-30,2023,1,Admin,Fixed,Operational Expense,135211,24337,159548,Agent,Sale,Cash,Pending
2829,486,1216,2025-03-11,2025,3,Admin,Variable,Operational Expense,98695,17765,116460,Agent,Property,Cash,Approved
2830,979,859,2022-07-10,2022,7,Admin,Fixed,Operational Expense,83647,15056,98703,Agent,Property,Cash,Approved
2831,4267,659,2025-10-07,2025,10,Legal,Variable,Operational Expense,10725,1930,12655,Owner,Sale,Online,Approved
2832,2924,2364,2024-04-15,2024,4,Admin,Variable,Operational Expense,40975,7375,48350,Company,Sale,Cash,Pending
2833,1154,1802,2022-05-16,2022,5,Admin,Variable,Operational Expense,69641,12535,82176,Agent,Sale,Online,Approved
2834,2873,2278,2022-05-17,2022,5,Admin,Variable,Operational Expense,8073,1453,9526,Owner,Sale,Online,Approved
2835,1428,103,2023-08-06,2023,8,Admin,Fixed,Operational Expense,164352,29583,193935,Owner,Sale,Cash,Approved
2836,698,1734,2024-10-19,2024,10,Brokerage,Variable,Operational Expense,173247,31184,204431,Agent,Sale,Cash,Approved
2837,1680,232,2023-04-29,2023,4,Brokerage,Fixed,Operational Expense,185014,33302,218316,Owner,Property,Cash,Pending
2838,2793,1228,2025-10-28,2025,10,Admin,Variable,Operational Expense,94714,17048,111762,Company,Property,Online,Approved
2839,3795,665,2021-06-08,2021,6,Marketing,Fixed,Operational Expense,119617,21531,141148,Company,Sale,Cash,Approved
2840,4777,807,2022-06-15,2022,6,Legal,Variable,Operational Expense,28114,5060,33174,Owner,Property,Online,Pending
2841,92,1390,2023-02-26,2023,2,Admin,Fixed,Operational Expense,138619,24951,163570,Company,Sale,Cheque,Pending
2842,2310,602,2025-06-14,2025,6,Marketing,Variable,Operational Expense,7081,1274,8355,Company,Sale,Cheque,Approved
2843,396,1788,2023-03-23,2023,3,Marketing,Variable,Operational Expense,15724,2830,18554,Agent,Sale,Cash,Approved
2844,4345,1396,2024-02-16,2024,2,Brokerage,Fixed,Operational Expense,106129,19103,125232,Owner,Property,Online,Approved
2845,515,1723,2025-04-10,2025,4,Admin,Variable,Operational Expense,191509,34471,225980,Owner,Property,Online,Pending
2846,3718,1583,2025-05-24,2025,5,Legal,Variable,Operational Expense,53941,9709,63650,Company,Sale,Cheque,Pending
2847,3317,1528,2021-07-29,2021,7,Legal,Variable,Operational Expense,76664,13799,90463,Company,Property,Cash,Approved
2848,2409,2406,2024-06-03,2024,6,Legal,Fixed,Operational Expense,10917,1965,12882,Agent,Property,Cheque,Pending
2849,4255,922,2023-09-18,2023,9,Brokerage,Fixed,Operational Expense,178915,32204,211119,Agent,Property,Cheque,Pending
2850,3332,388,2024-09-01,2024,9,Brokerage,Fixed,Operational Expense,5110,919,6029,Company,Property,Cheque,Approved
2851,3872,2144,2023-03-11,2023,3,Brokerage,Fixed,Operational Expense,66514,11972,78486,Owner,Sale,Cheque,Approved
2852,2028,565,2024-01-13,2024,1,Admin,Variable,Operational Expense,136137,24504,160641,Company,Sale,Online,Pending
2853,49,613,2024-05-06,2024,5,Maintenance,Variable,Operational Expense,20463,3683,24146,Agent,Sale,Online,Pending
2854,2459,2477,2025-07-28,2025,7,Legal,Variable,Operational Expense,64577,11623,76200,Owner,Sale,Cheque,Approved
2855,3950,2027,2023-05-05,2023,5,Admin,Fixed,Operational Expense,30224,5440,35664,Agent,Property,Cheque,Pending
2856,2387,1222,2025-03-18,2025,3,Maintenance,Fixed,Operational Expense,185042,33307,218349,Agent,Property,Online,Approved
2857,1452,1104,2025-10-21,2025,10,Maintenance,Fixed,Operational Expense,64064,11531,75595,Agent,Sale,Cash,Pending
2858,56,496,2025-08-04,2025,8,Maintenance,Variable,Operational Expense,192983,34736,227719,Agent,Property,Cash,Approved
2859,4933,304,2023-07-30,2023,7,Maintenance,Fixed,Operational Expense,83733,15071,98804,Company,Sale,Online,Pending
2860,4257,363,2024-11-09,2024,11,Marketing,Fixed,Operational Expense,97177,17491,114668,Agent,Sale,Online,Pending
2861,4483,547,2025-05-06,2025,5,Admin,Variable,Operational Expense,155005,27900,182905,Company,Property,Cheque,Approved
2862,4739,136,2024-10-31,2024,10,Brokerage,Fixed,Operational Expense,119511,21511,141022,Company,Sale,Cheque,Pending
2863,1731,1917,2023-06-08,2023,6,Maintenance,Variable,Operational Expense,93618,16851,110469,Owner,Sale,Cheque,Pending
2864,2659,638,2021-04-05,2021,4,Maintenance,Variable,Operational Expense,13897,2501,16398,Owner,Sale,Cash,Approved
2865,4,471,2023-03-04,2023,3,Maintenance,Fixed,Operational Expense,56012,10082,66094,Agent,Property,Cash,Approved
2866,3646,564,2023-03-04,2023,3,Marketing,Variable,Operational Expense,133577,24043,157620,Owner,Sale,Cheque,Approved
2867,1277,2141,2023-01-13,2023,1,Admin,Fixed,Operational Expense,181273,32629,213902,Agent,Sale,Online,Pending
2868,2159,106,2025-04-21,2025,4,Marketing,Variable,Operational Expense,98320,17697,116017,Company,Sale,Cheque,Pending
2869,4932,1199,2023-08-21,2023,8,Admin,Variable,Operational Expense,79492,14308,93800,Company,Sale,Online,Pending
2870,2991,12,2021-04-09,2021,4,Admin,Fixed,Operational Expense,181868,32736,214604,Owner,Property,Cash,Pending
2871,3669,220,2024-06-21,2024,6,Marketing,Variable,Operational Expense,100421,18075,118496,Owner,Property,Cheque,Pending
2872,2927,1563,2025-10-17,2025,10,Brokerage,Variable,Operational Expense,199210,35857,235067,Company,Sale,Cheque,Approved
2873,4430,869,2023-09-23,2023,9,Marketing,Fixed,Operational Expense,35201,6336,41537,Company,Sale,Online,Pending
2874,1835,1159,2023-10-25,2023,10,Maintenance,Fixed,Operational Expense,83235,14982,98217,Agent,Sale,Online,Approved
2875,3734,2370,2021-05-21,2021,5,Admin,Variable,Operational Expense,148031,26645,174676,Company,Property,Online,Approved
2876,601,978,2022-05-11,2022,5,Admin,Fixed,Operational Expense,187968,33834,221802,Company,Property,Online,Pending
2877,3512,257,2022-10-28,2022,10,Legal,Fixed,Operational Expense,139200,25056,164256,Agent,Property,Cheque,Pending
2878,915,339,2024-10-19,2024,10,Admin,Fixed,Operational Expense,65055,11709,76764,Owner,Property,Cash,Pending
2879,2913,440,2021-03-13,2021,3,Legal,Fixed,Operational Expense,127889,23020,150909,Agent,Property,Online,Approved
2880,4689,1143,2022-01-08,2022,1,Brokerage,Variable,Operational Expense,36161,6508,42669,Owner,Property,Cheque,Pending
2881,3521,2059,2023-05-02,2023,5,Admin,Variable,Operational Expense,113696,20465,134161,Agent,Sale,Online,Approved
2882,4184,160,2022-12-12,2022,12,Maintenance,Variable,Operational Expense,131672,23700,155372,Agent,Property,Cheque,Pending
2883,2003,655,2022-08-30,2022,8,Maintenance,Variable,Operational Expense,88391,15910,104301,Company,Sale,Cheque,Pending
2884,1736,2064,2024-03-01,2024,3,Legal,Fixed,Operational Expense,93345,16802,110147,Agent,Property,Online,Pending
2885,1272,1063,2023-05-28,2023,5,Legal,Variable,Operational Expense,66278,11930,78208,Agent,Property,Online,Approved
2886,1215,2072,2024-04-30,2024,4,Admin,Variable,Operational Expense,15952,2871,18823,Owner,Sale,Cheque,Approved
2887,3022,569,2022-12-04,2022,12,Legal,Fixed,Operational Expense,128246,23084,151330,Owner,Sale,Cash,Pending
2888,3606,335,2024-04-24,2024,4,Maintenance,Variable,Operational Expense,71107,12799,83906,Agent,Sale,Online,Approved
2889,4300,92,2021-09-17,2021,9,Admin,Variable,Operational Expense,103651,18657,122308,Company,Property,Online,Approved
2890,2713,1150,2023-01-03,2023,1,Brokerage,Variable,Operational Expense,102862,18515,121377,Company,Sale,Online,Pending
2891,652,1431,2022-02-07,2022,2,Maintenance,Fixed,Operational Expense,36086,6495,42581,Company,Sale,Cash,Pending
2892,2916,1716,2023-04-04,2023,4,Maintenance,Fixed,Operational Expense,179015,32222,211237,Company,Property,Online,Approved
2893,3527,1518,2023-11-08,2023,11,Marketing,Fixed,Operational Expense,11360,2044,13404,Owner,Sale,Cash,Approved
2894,4675,2176,2022-12-14,2022,12,Brokerage,Fixed,Operational Expense,36742,6613,43355,Company,Property,Cash,Pending
2895,897,1556,2025-02-07,2025,2,Admin,Variable,Operational Expense,131929,23747,155676,Owner,Sale,Online,Pending
2896,4172,1462,2024-08-05,2024,8,Legal,Variable,Operational Expense,18551,3339,21890,Agent,Property,Cheque,Approved
2897,1500,1907,2025-03-23,2025,3,Legal,Fixed,Operational Expense,14434,2598,17032,Owner,Property,Cheque,Pending
2898,246,1078,2021-08-26,2021,8,Maintenance,Fixed,Operational Expense,71872,12936,84808,Agent,Sale,Cash,Approved
2899,4257,666,2021-07-24,2021,7,Admin,Fixed,Operational Expense,156952,28251,185203,Owner,Property,Online,Approved
2900,1694,2247,2025-02-16,2025,2,Legal,Fixed,Operational Expense,153707,27667,181374,Owner,Sale,Online,Pending
2901,2635,1875,2021-02-10,2021,2,Admin,Fixed,Operational Expense,126535,22776,149311,Agent,Sale,Cash,Pending
2902,257,553,2021-07-21,2021,7,Brokerage,Variable,Operational Expense,151025,27184,178209,Company,Property,Online,Pending
2903,3444,1595,2023-04-13,2023,4,Maintenance,Variable,Operational Expense,151581,27284,178865,Owner,Sale,Cheque,Approved
2904,3255,1277,2023-01-18,2023,1,Legal,Variable,Operational Expense,58078,10454,68532,Agent,Sale,Online,Approved
2905,417,1134,2022-04-13,2022,4,Legal,Variable,Operational Expense,92179,16592,108771,Company,Sale,Online,Pending
2906,2329,2259,2023-03-16,2023,3,Legal,Fixed,Operational Expense,13246,2384,15630,Company,Property,Online,Approved
2907,2029,46,2024-02-13,2024,2,Marketing,Fixed,Operational Expense,101352,18243,119595,Agent,Sale,Cheque,Approved
2908,159,17,2023-04-12,2023,4,Maintenance,Variable,Operational Expense,142054,25569,167623,Owner,Property,Online,Approved
2909,3510,1919,2024-03-16,2024,3,Marketing,Fixed,Operational Expense,108475,19525,128000,Owner,Sale,Cash,Approved
2910,2639,704,2025-03-22,2025,3,Brokerage,Variable,Operational Expense,125409,22573,147982,Agent,Property,Online,Approved
2911,4561,735,2021-06-04,2021,6,Marketing,Variable,Operational Expense,179020,32223,211243,Company,Sale,Online,Approved
2912,1922,202,2022-06-02,2022,6,Brokerage,Fixed,Operational Expense,21157,3808,24965,Agent,Property,Online,Pending
2913,3155,1415,2023-05-11,2023,5,Legal,Fixed,Operational Expense,95711,17227,112938,Agent,Sale,Cheque,Pending
2914,4120,943,2022-07-16,2022,7,Marketing,Fixed,Operational Expense,165764,29837,195601,Company,Property,Online,Pending
2915,4289,607,2023-11-23,2023,11,Brokerage,Fixed,Operational Expense,56500,10170,66670,Agent,Sale,Cheque,Pending
2916,3724,1074,2024-09-10,2024,9,Admin,Variable,Operational Expense,112998,20339,133337,Company,Property,Online,Pending
2917,3120,838,2021-12-17,2021,12,Legal,Variable,Operational Expense,27742,4993,32735,Owner,Property,Cheque,Approved
2918,965,537,2023-12-01,2023,12,Brokerage,Variable,Operational Expense,36198,6515,42713,Company,Property,Cheque,Approved
2919,3413,91,2021-02-25,2021,2,Brokerage,Variable,Operational Expense,82587,14865,97452,Agent,Property,Cheque,Pending
2920,486,647,2021-09-01,2021,9,Admin,Variable,Operational Expense,50120,9021,59141,Agent,Property,Cheque,Pending
2921,3423,1168,2021-10-29,2021,10,Legal,Variable,Operational Expense,15489,2788,18277,Owner,Sale,Cheque,Approved
2922,2000,1683,2021-07-10,2021,7,Brokerage,Fixed,Operational Expense,88882,15998,104880,Agent,Sale,Cash,Pending
2923,2250,1358,2022-10-13,2022,10,Legal,Fixed,Operational Expense,47940,8629,56569,Owner,Property,Cheque,Approved
2924,3131,2470,2023-09-07,2023,9,Brokerage,Variable,Operational Expense,193729,34871,228600,Company,Sale,Cash,Pending
2925,3628,1556,2024-02-16,2024,2,Maintenance,Fixed,Operational Expense,175870,31656,207526,Agent,Sale,Cash,Pending
2926,2259,117,2021-04-04,2021,4,Legal,Variable,Operational Expense,199005,35820,234825,Company,Sale,Cash,Approved
2927,3152,689,2023-07-06,2023,7,Brokerage,Fixed,Operational Expense,21096,3797,24893,Owner,Property,Online,Approved
2928,1190,2058,2023-02-26,2023,2,Marketing,Fixed,Operational Expense,137768,24798,162566,Agent,Property,Cash,Approved
2929,123,1867,2021-07-12,2021,7,Marketing,Variable,Operational Expense,62442,11239,73681,Owner,Sale,Cash,Approved
2930,2030,1821,2022-12-28,2022,12,Legal,Fixed,Operational Expense,6131,1103,7234,Agent,Sale,Cash,Approved
2931,1400,372,2025-07-08,2025,7,Admin,Variable,Operational Expense,93584,16845,110429,Agent,Sale,Online,Pending
2932,4812,1346,2022-12-04,2022,12,Maintenance,Variable,Operational Expense,158612,28550,187162,Owner,Sale,Cash,Pending
2933,89,1332,2024-09-25,2024,9,Legal,Fixed,Operational Expense,18090,3256,21346,Agent,Property,Cash,Approved
2934,766,816,2024-08-03,2024,8,Admin,Fixed,Operational Expense,87760,15796,103556,Owner,Property,Online,Pending
2935,3643,2164,2025-12-13,2025,12,Legal,Fixed,Operational Expense,122427,22036,144463,Company,Sale,Cash,Pending
2936,4146,2143,2022-10-10,2022,10,Legal,Variable,Operational Expense,22688,4083,26771,Agent,Sale,Online,Pending
2937,1281,1609,2025-05-17,2025,5,Maintenance,Fixed,Operational Expense,108213,19478,127691,Company,Property,Cheque,Approved
